transaction_id,date,product,category,quantity,unit_price,region,customer_id
178,2023-11-13,Mouse,Electronics,1,523.22,Midwest,3953
179,2023-08-20,Scarf,Clothing,8,142.66,Southeast,3253
180,2024-07-06,Jeans,Clothing,2,51.4,West,9626
181,2024-09-03,Keyboard,Electronics,10,880.09,Southeast,7172
182,2024-03-24,Jacket,Clothing,10,35.31,Southeast,1715
183,2024-09-17,Magazine,Books,4,55.72,Southwest,5668
184,2023-07-18,Biography,Books,5,45.04,Southwest,7026
185,2024-05-29,Vase,Home,5,44.77,Southwest,9641
186,2023-09-14,Cookbook,Books,10,66.26,Southeast,1854
187,2023-05-08,Magazine,Books,2,46.58,West,5670
188,2024-03-23,Tablet,Electronics,9,294.6,Southeast,2502
189,2023-02-24,Dress,Clothing,1,133.84,Southwest,7495
190,2023-08-18,Towel,Home,2,25.8,Midwest,1461
191,2023-05-21,Pasta,Groceries,6,21.13,Southeast,1627
192,2024-04-04,Cheese,Groceries,3,17.7,Southwest,1086
193,2024-09-15,Laptop,Electronics,3,278.24,West,9647
194,2023-05-05,Textbook,Books,4,63.2,Midwest,1782
195,2023-03-06,Socks,Clothing,10,99.44,Southwest,2816
196,2023-05-28,Novel,Books,10,52.39,Southeast,5772
197,2024-03-02,Novel,Books,4,51.1,West,4068
198,2024-06-03,Keyboard,Electronics,9,95.64,West,9316
199,2024-10-12,Lamp,Home,8,38.79,Northeast,7338
200,2023-12-20,Eggs,Groceries,6,18.93,Northeast,4950
201,2023-12-13,Keyboard,Electronics,6,159.4,West,3868
202,2024-04-13,Guide,Books,3,52.37,Northeast,1605
203,2023-11-20,Milk,Groceries,4,2.04,Northeast,6080
204,2023-09-17,Candle,Home,9,89.08,Southwest,1599
205,2023-10-07,Hat,Clothing,1,59.97,Midwest,3039
206,2023-12-14,Apples,Groceries,8,22.34,Southwest,4060
207,2023-03-26,Guide,Books,9,32.54,Midwest,7955
208,2023-10-28,Mouse,Electronics,3,614.37,West,6262
209,2024-04-01,Phone,Electronics,5,348.07,Midwest,7981
210,2024-09-21,Dress,Clothing,1,59.21,Midwest,8126
211,2024-06-09,Rice,Groceries,7,2.79,Midwest,3621
212,2023-05-10,Tablet,Electronics,8,853.2,Northeast,2101
213,2024-09-11,Scarf,Clothing,10,60.69,Northeast,3513
214,2023-05-21,Magazine,Books,2,32.89,West,9674
215,2023-04-27,Apples,Groceries,5,8.54,Southeast,1424
216,2023-09-26,Dress,Clothing,9,82.47,Northeast,5264
217,2023-07-24,Biography,Books,5,79.72,Southwest,3009
218,2024-11-29,Jeans,Clothing,8,73.28,Northeast,6236
219,2023-06-11,Pasta,Groceries,5,14.19,Midwest,3852
220,2023-08-31,Milk,Groceries,4,3.9,Southeast,9094
221,2024-07-18,Keyboard,Electronics,6,567.39,Southwest,3126
222,2024-06-22,Pillow,Home,7,11.51,Southwest,7730
223,2024-04-05,Textbook,Books,6,14.39,Northeast,8632
224,2023-07-06,Towel,Home,9,16.77,West,3114
225,2023-11-08,Novel,Books,9,67.34,Southeast,3697
226,2024-06-15,Scarf,Clothing,4,140.85,Midwest,5653
227,2023-05-09,Monitor,Electronics,9,220.4,Midwest,5961
228,2024-08-17,Pillow,Home,3,48.21,West,3526
229,2023-01-30,Scarf,Clothing,10,127.94,Northeast,2330
230,2024-09-24,Monitor,Electronics,10,661.59,Southwest,1496
231,2023-09-08,Comic,Books,5,53.13,Southwest,7653
232,2024-03-26,Cheese,Groceries,1,2.74,Southeast,7809
233,2023-11-17,Guide,Books,10,20.29,Southeast,6231
234,2024-07-29,Apples,Groceries,6,4.13,West,2739
235,2023-09-11,Milk,Groceries,5,12.19,Southwest,3308
236,2024-03-04,Laptop,Electronics,7,311.5,West,5067
237,2023-06-13,Scarf,Clothing,6,140.72,Southeast,9163
238,2023-01-24,Vase,Home,5,47.89,Southwest,2475
239,2023-12-28,Guide,Books,4,77.49,West,1797
240,2024-07-03,Monitor,Electronics,8,510.04,Midwest,1133
241,2024-02-17,Mouse,Electronics,5,159.91,Midwest,6995
242,2024-01-07,Mouse,Electronics,9,79.61,Southeast,5728
243,2024-09-30,Mouse,Electronics,9,519.12,Midwest,2946
244,2024-01-10,Jeans,Clothing,6,65.14,West,3363
245,2023-05-21,Socks,Clothing,1,80.0,Northeast,6456
246,2023-12-02,Guide,Books,9,16.16,Southeast,6218
247,2023-12-11,Socks,Clothing,5,148.68,West,9311
248,2023-01-18,Vase,Home,5,65.52,Southwest,7035
249,2024-12-05,Pasta,Groceries,10,24.51,Midwest,1436
250,2023-08-22,Vase,Home,10,28.29,West,1841
251,2023-06-01,Vase,Home,10,20.31,Southwest,4968
252,2024-03-04,Phone,Electronics,8,215.05,Midwest,3481
253,2023-03-05,Biography,Books,10,35.77,Southwest,3262
254,2024-01-21,Mug,Home,8,53.1,West,6140
255,2023-12-29,Dress,Clothing,6,137.69,West,5331
256,2024-07-25,Vase,Home,4,22.14,Midwest,5890
257,2023-11-21,Hat,Clothing,4,117.95,Southwest,8861
258,2024-01-24,Eggs,Groceries,10,7.9,West,7464
259,2023-12-21,Bread,Groceries,5,7.96,Northeast,8247
260,2024-07-29,Cheese,Groceries,9,6.13,Midwest,5450
261,2023-09-06,Jeans,Clothing,10,96.18,Southeast,1831
262,2024-02-28,Mug,Home,1,59.58,Northeast,6411
263,2024-07-17,Textbook,Books,3,56.08,Northeast,3587
264,2023-11-25,Guide,Books,4,40.8,Midwest,5676
265,2023-02-08,Phone,Electronics,4,662.72,West,3868
266,2024-05-22,Cookbook,Books,1,75.03,Southwest,4052
267,2023-04-20,Rice,Groceries,10,1.21,West,6489
268,2024-05-20,Cheese,Groceries,9,24.73,West,3198
269,2023-06-16,Vase,Home,2,28.91,Midwest,8518
270,2024-08-04,Bread,Groceries,6,1.33,Midwest,4164
271,2023-03-30,Socks,Clothing,9,125.77,Midwest,7567
272,2023-09-12,Tablet,Electronics,8,982.22,Midwest,1111
273,2023-11-06,Apples,Groceries,5,6.64,Midwest,1187
274,2024-04-21,Chicken,Groceries,1,17.62,Northeast,6026
275,2024-10-16,Socks,Clothing,5,106.04,Northeast,5833
276,2023-06-06,Milk,Groceries,3,6.25,Southwest,8454
277,2024-07-04,Towel,Home,9,40.92,Southwest,4578
278,2023-03-21,Jeans,Clothing,9,83.56,Midwest,2838
279,2023-12-02,Headphones,Electronics,3,585.51,Southeast,9525
280,2023-04-04,Textbook,Books,10,56.01,Southwest,9361
281,2024-04-12,Novel,Books,9,39.0,Southwest,1945
282,2024-02-10,Vase,Home,5,62.5,Northeast,5169
283,2023-12-19,Headphones,Electronics,1,590.95,Southwest,2044
284,2023-02-02,Lamp,Home,2,84.49,Southwest,5703
285,2024-01-27,Cookbook,Books,7,62.66,Midwest,8348
286,2024-10-31,Journal,Books,9,11.01,Southeast,6697
287,2023-05-11,Tablet,Electronics,7,993.05,West,4648
288,2024-03-10,Laptop,Electronics,8,979.13,West,9715
289,2023-10-10,Biography,Books,6,23.55,Southeast,4088
290,2023-01-17,Laptop,Electronics,7,815.18,West,4943
291,2024-09-04,Jeans,Clothing,1,24.12,Southwest,1797
292,2023-08-11,T-Shirt,Clothing,4,66.31,West,1924
293,2024-08-14,Hat,Clothing,10,42.77,Midwest,6253
294,2024-02-28,Hat,Clothing,9,132.67,Southeast,5923
295,2024-10-03,Rice,Groceries,10,14.35,Southeast,7999
296,2024-06-21,Vase,Home,6,9.93,Southwest,6222
297,2024-07-04,Journal,Books,7,16.18,Southeast,8758
298,2023-03-01,Sneakers,Clothing,3,52.09,Southwest,7761
299,2023-12-05,Cookbook,Books,5,34.12,Southeast,2295
300,2023-10-02,Magazine,Books,4,11.92,Northeast,7179
301,2024-11-18,Lamp,Home,4,79.37,West,4555
302,2023-01-16,Biography,Books,6,70.2,Midwest,4470
303,2024-12-13,Jeans,Clothing,8,114.55,Southeast,4350
304,2024-04-22,Biography,Books,5,46.4,Southwest,9743
305,2024-04-22,Eggs,Groceries,9,7.27,Southwest,2615
306,2024-02-28,Magazine,Books,6,73.56,Midwest,1749
307,2024-07-20,Mug,Home,1,68.26,Midwest,7841
308,2024-08-06,Bread,Groceries,4,5.7,Southwest,5026
309,2024-04-16,Magazine,Books,8,24.29,Southwest,3756
310,2023-07-08,Bread,Groceries,9,4.35,Southwest,9882
311,2023-01-07,Laptop,Electronics,2,843.89,Northeast,7756
312,2023-08-12,Sneakers,Clothing,3,19.51,Northeast,9285
313,2024-11-06,Magazine,Books,10,9.52,Southwest,8993
314,2023-01-18,Laptop,Electronics,7,546.24,Northeast,9673
315,2023-04-20,Eggs,Groceries,7,1.4,Southeast,2578
316,2023-09-16,Blanket,Home,10,26.23,West,6807
317,2024-08-01,Apples,Groceries,7,2.89,Southwest,4984
318,2023-04-06,Hat,Clothing,2,105.76,Northeast,7640
319,2024-12-20,Journal,Books,1,46.44,Northeast,3807
320,2023-04-08,Webcam,Electronics,6,849.96,West,9653
321,2023-10-05,Headphones,Electronics,10,235.06,Southwest,1762
322,2023-07-03,Monitor,Electronics,10,902.32,Northeast,6152
323,2023-11-03,Headphones,Electronics,7,599.42,Northeast,3661
324,2023-12-06,Mug,Home,7,53.59,West,7288
325,2023-04-11,Jeans,Clothing,6,80.1,Northeast,8161
326,2024-02-11,Jeans,Clothing,10,57.67,West,6347
327,2023-08-22,Monitor,Electronics,8,790.03,Southwest,6829
328,2023-03-29,Candle,Home,10,42.27,Southwest,5839
329,2024-12-29,Jeans,Clothing,3,21.48,Southwest,3527
330,2023-11-12,Magazine,Books,2,32.04,Northeast,8286
331,2024-03-17,Eggs,Groceries,2,3.44,Southeast,8353
332,2024-07-21,Candle,Home,2,14.67,Midwest,2524
333,2024-02-28,Towel,Home,1,78.54,Midwest,7353
334,2023-06-23,Headphones,Electronics,3,584.79,Southwest,3274
335,2023-06-21,Eggs,Groceries,3,7.43,Northeast,8121
336,2023-09-15,Apples,Groceries,2,8.18,Midwest,5040
337,2023-01-07,Biography,Books,3,39.33,Midwest,7483
338,2023-12-09,Apples,Groceries,6,20.29,Southwest,8055
339,2024-05-05,Blanket,Home,10,31.23,Southeast,6147
340,2024-08-12,Socks,Clothing,5,145.61,Southwest,4971
341,2023-04-27,Apples,Groceries,7,7.72,Midwest,4273
342,2024-04-17,Blanket,Home,9,63.25,Northeast,4434
343,2024-11-20,Comic,Books,2,67.34,Southwest,9180
344,2024-01-22,Hat,Clothing,3,43.87,Southwest,2211
345,2024-12-09,Guide,Books,9,48.66,West,7853
346,2024-08-31,Lamp,Home,6,72.41,West,2392
347,2024-10-24,Headphones,Electronics,6,667.86,Southeast,1725
348,2023-04-19,Candle,Home,6,87.2,Southwest,1172
349,2024-08-17,Monitor,Electronics,9,245.33,West,4621
350,2023-06-04,Magazine,Books,10,34.33,West,6651
351,2023-04-29,Webcam,Electronics,7,131.4,Northeast,3321
352,2024-05-09,Eggs,Groceries,4,9.22,West,6706
353,2023-03-10,Textbook,Books,8,37.85,Midwest,5919
354,2024-11-24,Phone,Electronics,6,51.9,Northeast,3692
355,2024-03-12,Jacket,Clothing,6,87.26,West,8570
356,2024-02-10,Socks,Clothing,3,98.16,Southwest,1478
357,2023-01-05,Mug,Home,7,43.75,Southwest,4519
358,2023-04-15,Hat,Clothing,2,115.32,West,9796
359,2023-09-26,Scarf,Clothing,8,55.63,Northeast,9019
360,2024-08-24,Towel,Home,10,56.14,Southwest,2871
361,2024-11-20,Chicken,Groceries,10,21.28,Southeast,5873
362,2023-09-02,Pillow,Home,6,62.45,Northeast,6003
363,2024-02-02,Tablet,Electronics,3,392.1,West,7852
364,2024-05-13,Blanket,Home,7,54.27,Southeast,9804
365,2023-11-19,Jacket,Clothing,3,78.54,Southeast,8389
366,2023-05-20,Lamp,Home,1,78.69,Southwest,4196
367,2024-12-28,Guide,Books,8,35.68,Southwest,8272
368,2023-10-27,Cookbook,Books,1,11.19,Southeast,1535
369,2024-08-02,Milk,Groceries,3,13.89,Southwest,9115
370,2024-01-11,Pillow,Home,5,54.1,West,9880
371,2024-10-31,Webcam,Electronics,7,559.95,Northeast,5055
372,2024-03-25,Rice,Groceries,6,11.78,Northeast,2923
373,2024-12-28,Sneakers,Clothing,10,123.49,Midwest,8015
374,2024-08-06,Jacket,Clothing,4,119.87,Northeast,6747
375,2024-12-21,Plate,Home,3,56.13,Midwest,5794
376,2023-05-19,Eggs,Groceries,9,23.85,Northeast,7743
377,2023-09-13,Monitor,Electronics,3,871.03,Southeast,3396
378,2023-05-26,Milk,Groceries,7,19.27,Southwest,5402
379,2024-06-11,Journal,Books,2,38.89,Southwest,5558
380,2023-01-03,Cheese,Groceries,6,23.8,West,2526
381,2023-08-12,Magazine,Books,9,68.75,Southwest,8039
382,2024-07-14,Dress,Clothing,5,47.59,Midwest,3139
383,2023-04-12,Vase,Home,1,72.21,Northeast,8529
384,2024-04-12,Phone,Electronics,3,931.54,Southwest,1011
385,2023-06-12,Biography,Books,3,79.67,Midwest,5489
386,2023-02-23,Keyboard,Electronics,6,272.87,Southeast,7493
387,2023-01-02,Milk,Groceries,2,11.29,Northeast,4496
388,2024-11-27,Textbook,Books,4,14.94,West,8291
389,2024-12-11,Laptop,Electronics,2,704.72,Southwest,3165
390,2023-04-16,Textbook,Books,2,22.16,Northeast,6133
391,2023-03-12,Eggs,Groceries,3,4.28,Southeast,9691
392,2023-12-26,Lamp,Home,3,57.26,Southwest,4490
393,2023-03-30,Socks,Clothing,8,96.24,Southeast,2646
394,2024-03-15,Jeans,Clothing,7,92.53,Midwest,6152
395,2024-07-20,Sneakers,Clothing,2,48.77,Southeast,5668
396,2023-07-13,Monitor,Electronics,10,229.27,West,7418
397,2024-01-31,Rice,Groceries,4,19.8,Southwest,2847
398,2023-01-13,Dress,Clothing,2,99.32,West,6916
399,2024-01-10,Bread,Groceries,10,10.27,Southwest,9951
400,2024-08-24,Dress,Clothing,2,143.61,Northeast,2106
401,2024-06-02,Monitor,Electronics,1,239.26,Southwest,5693
402,2024-10-17,Candle,Home,7,41.57,Northeast,9791
403,2024-06-07,Blanket,Home,5,29.3,Northeast,4329
404,2024-12-16,Scarf,Clothing,2,64.69,Midwest,8167
405,2024-04-09,T-Shirt,Clothing,7,44.22,Northeast,1901
406,2023-06-17,Bread,Groceries,3,3.86,Northeast,9133
407,2023-05-01,Eggs,Groceries,3,5.0,Midwest,1480
408,2024-12-30,Apples,Groceries,2,7.52,Midwest,2262
409,2024-08-03,Guide,Books,1,43.3,Southwest,3734
410,2024-11-21,Bread,Groceries,2,7.11,West,2889
411,2023-02-17,T-Shirt,Clothing,1,16.16,Southeast,8729
412,2024-07-20,Apples,Groceries,3,23.08,Northeast,7870
413,2023-03-21,Scarf,Clothing,6,44.75,Midwest,7108
414,2024-02-15,Laptop,Electronics,9,203.95,Northeast,2129
415,2023-03-30,Comic,Books,5,63.0,Midwest,8483
416,2024-09-29,Keyboard,Electronics,10,224.64,Midwest,4974
417,2024-07-13,Magazine,Books,8,49.37,Southeast,5016
418,2024-07-08,T-Shirt,Clothing,1,140.53,Southeast,6675
419,2023-04-17,Keyboard,Electronics,7,31.41,Midwest,4361
420,2024-12-29,Mug,Home,1,41.25,Southeast,5584
421,2024-12-18,Laptop,Electronics,9,923.63,Southwest,7102
422,2024-10-14,Textbook,Books,9,48.55,Southeast,7461
423,2023-10-26,Laptop,Electronics,3,451.92,Southeast,5276
424,2024-04-08,Apples,Groceries,6,17.81,Midwest,5455
425,2023-04-22,Jeans,Clothing,3,142.09,West,3546
426,2023-05-04,Tablet,Electronics,6,466.07,Southwest,9780
427,2023-05-03,Milk,Groceries,8,11.84,Midwest,2481
428,2023-08-09,Hat,Clothing,10,125.68,Northeast,6370
429,2024-06-09,Jeans,Clothing,6,109.55,Southwest,1802
430,2024-02-19,Eggs,Groceries,3,20.67,Northeast,8408
431,2023-05-05,Mug,Home,2,13.95,Southeast,1195
432,2024-12-03,Headphones,Electronics,7,156.78,Midwest,2376
433,2023-03-08,Plate,Home,2,83.05,Northeast,4239
434,2023-02-13,Cookbook,Books,6,11.89,Northeast,8552
435,2024-05-23,Tablet,Electronics,7,926.4,Southwest,1483
436,2023-10-09,Journal,Books,4,17.95,Southeast,5585
437,2023-09-09,Cookbook,Books,10,7.59,West,5835
438,2023-03-31,Journal,Books,8,71.2,Northeast,5583
439,2024-10-07,Cookbook,Books,9,36.43,Southeast,9907
440,2024-07-11,Mouse,Electronics,6,788.45,Southwest,8940
441,2023-11-23,Chicken,Groceries,3,10.31,Northeast,4588
442,2024-01-02,Monitor,Electronics,8,86.82,West,4813
443,2024-06-30,Jeans,Clothing,4,44.69,Midwest,1916
444,2023-08-31,Socks,Clothing,3,59.66,Southeast,6210
445,2024-07-31,Rice,Groceries,6,17.87,West,3328
446,2023-11-13,Mug,Home,8,76.27,West,3876
